序号,温度(℃),湿度(%),日期
157,22.0,29.2,2026-03-27 19:22:11
158,21.1,31.8,2026-03-27 19:52:11
159,20.7,32.2,2026-03-27 20:22:11
160,20.3,34.6,2026-03-27 20:52:11
161,20.0,35.0,2026-03-27 21:22:11
162,19.4,38.8,2026-03-27 21:52:11
163,19.0,39.7,2026-03-27 22:22:11
164,18.6,42.2,2026-03-27 22:52:11
165,18.1,42.2,2026-03-27 23:22:11
166,18.1,41.1,2026-03-27 23:52:11
167,17.6,44.4,2026-03-28 00:22:11
168,17.6,43.5,2026-03-28 00:52:11
169,17.4,44.3,2026-03-28 01:22:11
170,17.0,44.7,2026-03-28 01:52:11
171,16.7,46.2,2026-03-28 02:22:11
172,16.4,48.8,2026-03-28 02:52:11
173,16.2,48.0,2026-03-28 03:22:11
174,16.2,49.6,2026-03-28 03:52:11
175,15.9,50.6,2026-03-28 04:22:11
176,15.3,54.0,2026-03-28 04:52:11
177,14.6,56.7,2026-03-28 05:22:11
178,14.0,57.6,2026-03-28 05:52:11
179,13.5,60.2,2026-03-28 06:22:11
180,13.1,64.4,2026-03-28 06:52:11
181,13.0,68.3,2026-03-28 07:22:11
182,13.9,69.1,2026-03-28 07:52:11
183,15.5,68.2,2026-03-28 08:22:11
184,17.8,60.5,2026-03-28 08:52:11
185,20.2,47.2,2026-03-28 09:22:11
186,22.4,39.9,2026-03-28 09:52:11
187,24.2,35.7,2026-03-28 10:22:11
188,26.3,33.8,2026-03-28 10:52:11
189,28.3,29.7,2026-03-28 11:22:11
190,27.1,26.8,2026-03-28 11:52:11
191,28.9,24.8,2026-03-28 12:22:11
192,29.3,25.1,2026-03-28 12:52:11
193,30.3,23.3,2026-03-28 13:22:11
194,30.6,24.0,2026-03-28 13:52:11
195,30.6,20.2,2026-03-28 14:22:11
196,30.5,19.4,2026-03-28 14:52:11
197,30.9,21.6,2026-03-28 15:22:11
198,30.7,18.9,2026-03-28 15:52:11
199,30.2,20.6,2026-03-28 16:22:11
200,28.6,22.4,2026-03-28 16:52:11
201,27.8,25.1,2026-03-28 17:22:11
202,25.5,26.4,2026-03-28 17:52:11
203,23.9,28.9,2026-03-28 18:22:11
204,23.1,30.1,2026-03-28 18:52:11
205,22.1,32.4,2026-03-28 19:22:11
206,21.3,33.8,2026-03-28 19:52:11
207,20.7,37.1,2026-03-28 20:22:11
208,20.4,39.5,2026-03-28 20:52:11
209,19.8,42.5,2026-03-28 21:22:11
210,19.9,43.1,2026-03-28 21:52:11
211,19.3,42.5,2026-03-28 22:22:11
212,19.1,43.8,2026-03-28 22:52:11
213,18.8,44.0,2026-03-28 23:22:11
214,18.6,51.8,2026-03-28 23:52:11
215,17.6,56.1,2026-03-29 00:22:11
216,17.8,56.8,2026-03-29 00:52:11
217,17.5,62.0,2026-03-29 01:22:11
218,14.4,77.5,2026-03-29 01:52:11
219,13.3,82.2,2026-03-29 02:22:11
220,13.1,83.0,2026-03-29 02:52:11
221,13.1,82.5,2026-03-29 03:22:11
222,13.1,83.8,2026-03-29 03:52:11
223,12.3,84.2,2026-03-29 04:22:11
224,12.8,84.0,2026-03-29 04:52:11
225,13.1,84.6,2026-03-29 05:22:11
226,13.1,84.9,2026-03-29 05:52:11
227,12.9,82.3,2026-03-29 06:22:11
228,12.7,83.5,2026-03-29 06:52:11
229,12.6,84.1,2026-03-29 07:22:11
230,13.3,82.3,2026-03-29 07:52:11
231,13.5,80.8,2026-03-29 08:22:11
232,13.0,82.9,2026-03-29 08:52:11
233,13.7,77.8,2026-03-29 09:22:11
234,15.3,69.1,2026-03-29 09:52:11
235,18.1,59.5,2026-03-29 10:22:11
236,18.5,57.3,2026-03-29 10:52:11
237,18.4,54.5,2026-03-29 11:22:11
238,20.5,47.0,2026-03-29 11:52:11
239,20.8,44.3,2026-03-29 12:22:11
240,23.4,41.5,2026-03-29 12:52:11
241,24.3,37.1,2026-03-29 13:22:11
242,24.0,36.1,2026-03-29 13:52:11
243,22.9,36.2,2026-03-29 14:22:11
244,21.7,39.7,2026-03-29 14:52:11
245,20.6,40.9,2026-03-29 15:22:11
246,21.3,39.7,2026-03-29 15:52:11
247,19.9,44.3,2026-03-29 16:22:11
248,17.0,60.0,2026-03-29 16:52:11
249,15.8,71.3,2026-03-29 17:22:11
250,16.3,68.7,2026-03-29 17:52:11
251,16.1,67.0,2026-03-29 18:22:11
252,15.8,67.3,2026-03-29 18:52:11
253,15.5,70.4,2026-03-29 19:22:11
254,15.5,65.3,2026-03-29 19:52:11
255,14.4,68.8,2026-03-29 20:22:11
256,14.1,69.1,2026-03-29 20:52:11
257,14.6,65.5,2026-03-29 21:22:11
258,14.7,64.7,2026-03-29 21:52:11
259,14.8,62.6,2026-03-29 22:22:11
260,14.5,61.4,2026-03-29 22:52:11
261,14.5,62.2,2026-03-29 23:22:11
262,14.2,62.4,2026-03-29 23:52:11
263,14.0,62.6,2026-03-30 00:22:11
264,14.1,62.0,2026-03-30 00:52:11
265,13.5,65.5,2026-03-30 01:22:11
266,13.1,66.9,2026-03-30 01:52:11
267,13.1,66.9,2026-03-30 02:22:11
268,13.0,66.0,2026-03-30 02:52:11
269,13.0,66.5,2026-03-30 03:22:11
270,12.3,70.7,2026-03-30 03:52:11
271,12.1,72.7,2026-03-30 04:22:11
272,11.4,75.2,2026-03-30 04:52:11
273,11.2,76.4,2026-03-30 05:22:11
274,11.1,77.7,2026-03-30 05:52:11
275,11.3,75.5,2026-03-30 06:22:11
276,11.4,74.9,2026-03-30 06:52:11
277,11.1,76.5,2026-03-30 07:22:11
278,11.6,76.7,2026-03-30 07:52:11
279,13.5,73.9,2026-03-30 08:22:11
280,16.2,57.7,2026-03-30 08:52:11
281,18.0,50.4,2026-03-30 09:22:11
282,20.2,44.4,2026-03-30 09:52:11
283,22.1,39.5,2026-03-30 10:22:11
284,21.8,41.4,2026-03-30 10:52:11
