序号,温度(℃),湿度(%),日期
157,20.5,34.3,2026-03-26 20:28:52
158,20.1,33.9,2026-03-26 20:58:52
159,19.9,34.9,2026-03-26 21:28:52
160,19.5,37.3,2026-03-26 21:58:52
161,19.4,37.8,2026-03-26 22:28:52
162,19.0,40.0,2026-03-26 22:58:52
163,18.5,42.5,2026-03-26 23:28:52
164,18.1,42.9,2026-03-26 23:58:52
165,17.7,45.3,2026-03-27 00:28:52
166,17.4,46.1,2026-03-27 00:58:52
167,16.9,48.6,2026-03-27 01:28:52
168,16.1,54.6,2026-03-27 01:58:52
169,15.9,59.8,2026-03-27 02:28:52
170,15.5,61.7,2026-03-27 02:58:52
171,15.4,60.9,2026-03-27 03:28:52
172,15.1,62.3,2026-03-27 03:58:52
173,14.9,64.5,2026-03-27 04:28:52
174,14.5,65.3,2026-03-27 04:58:52
175,14.1,66.5,2026-03-27 05:28:52
176,13.6,66.4,2026-03-27 05:58:52
177,13.3,65.9,2026-03-27 06:28:52
178,13.2,68.4,2026-03-27 06:58:52
179,13.4,68.5,2026-03-27 07:28:52
180,14.1,68.4,2026-03-27 07:58:52
181,15.7,64.3,2026-03-27 08:28:52
182,19.2,51.7,2026-03-27 08:58:52
183,20.5,45.4,2026-03-27 09:28:52
184,22.5,35.3,2026-03-27 09:58:52
185,23.6,35.4,2026-03-27 10:28:52
186,25.0,30.8,2026-03-27 10:58:52
187,26.8,26.7,2026-03-27 11:28:52
188,26.6,24.7,2026-03-27 11:58:52
189,27.0,24.4,2026-03-27 12:28:52
190,29.0,21.6,2026-03-27 12:58:52
191,28.3,22.4,2026-03-27 13:28:52
192,28.3,23.0,2026-03-27 13:58:52
193,29.1,22.1,2026-03-27 14:28:52
194,28.7,21.4,2026-03-27 14:58:52
195,29.4,20.7,2026-03-27 15:28:52
196,28.8,22.2,2026-03-27 15:58:52
197,29.4,19.4,2026-03-27 16:28:52
198,28.7,19.7,2026-03-27 16:58:52
199,28.9,20.2,2026-03-27 17:28:52
200,27.6,23.9,2026-03-27 17:58:52
201,25.7,25.3,2026-03-27 18:28:52
202,23.7,26.8,2026-03-27 18:58:52
203,22.2,30.8,2026-03-27 19:28:52
204,21.2,32.4,2026-03-27 19:58:52
205,20.7,33.4,2026-03-27 20:28:52
206,20.2,36.4,2026-03-27 20:58:52
207,19.9,36.2,2026-03-27 21:28:52
208,19.4,39.8,2026-03-27 21:58:52
209,18.9,41.4,2026-03-27 22:28:52
210,18.5,42.3,2026-03-27 22:58:52
211,18.1,44.4,2026-03-27 23:28:52
212,17.9,43.4,2026-03-27 23:58:52
213,17.5,45.1,2026-03-28 00:28:52
214,17.6,43.4,2026-03-28 00:58:52
215,17.5,44.8,2026-03-28 01:28:52
216,17.2,45.7,2026-03-28 01:58:52
217,16.9,47.7,2026-03-28 02:28:52
218,16.6,47.8,2026-03-28 02:58:52
219,16.5,47.7,2026-03-28 03:28:52
220,16.3,48.4,2026-03-28 03:58:52
221,16.1,49.4,2026-03-28 04:28:52
222,15.9,51.9,2026-03-28 04:58:52
223,15.2,56.2,2026-03-28 05:28:52
224,14.6,56.4,2026-03-28 05:58:52
225,14.1,59.9,2026-03-28 06:28:52
226,14.1,63.1,2026-03-28 06:58:52
227,14.1,66.2,2026-03-28 07:28:52
228,14.9,67.1,2026-03-28 07:58:52
229,16.3,64.1,2026-03-28 08:28:52
230,18.9,56.4,2026-03-28 08:58:52
231,20.7,49.7,2026-03-28 09:28:52
232,22.6,42.3,2026-03-28 09:58:52
233,23.9,39.1,2026-03-28 10:28:52
234,25.4,36.2,2026-03-28 10:58:52
235,26.8,33.3,2026-03-28 11:28:52
236,27.5,30.1,2026-03-28 11:58:52
237,27.6,29.0,2026-03-28 12:28:52
238,29.0,27.1,2026-03-28 12:58:52
239,29.6,23.7,2026-03-28 13:28:52
240,30.1,24.9,2026-03-28 13:58:52
241,29.9,23.4,2026-03-28 14:28:52
242,30.2,20.2,2026-03-28 14:58:52
243,28.8,23.4,2026-03-28 15:28:52
244,29.7,23.5,2026-03-28 15:58:52
245,29.1,24.2,2026-03-28 16:28:52
246,28.4,23.1,2026-03-28 16:58:52
247,27.5,25.9,2026-03-28 17:28:52
248,26.3,27.2,2026-03-28 17:58:52
249,24.1,31.5,2026-03-28 18:28:52
250,22.9,31.5,2026-03-28 18:58:52
251,21.8,34.5,2026-03-28 19:28:52
252,21.1,36.4,2026-03-28 19:58:52
253,20.7,38.9,2026-03-28 20:28:52
254,20.2,40.2,2026-03-28 20:58:52
255,19.8,42.4,2026-03-28 21:28:52
256,19.7,43.9,2026-03-28 21:58:52
257,19.3,42.7,2026-03-28 22:28:52
258,18.9,44.7,2026-03-28 22:58:52
259,19.0,43.5,2026-03-28 23:28:52
260,18.5,52.0,2026-03-28 23:58:52
261,17.9,54.6,2026-03-29 00:28:52
262,18.0,57.4,2026-03-29 00:58:52
263,17.5,57.5,2026-03-29 01:28:52
264,14.7,75.1,2026-03-29 01:58:52
265,13.5,80.0,2026-03-29 02:28:52
266,13.3,82.7,2026-03-29 02:58:52
267,13.2,83.6,2026-03-29 03:28:52
268,12.9,83.9,2026-03-29 03:58:52
269,12.9,83.9,2026-03-29 04:28:52
270,12.9,85.8,2026-03-29 04:58:52
271,13.1,85.7,2026-03-29 05:28:52
272,13.2,86.1,2026-03-29 05:58:52
273,13.1,85.6,2026-03-29 06:28:52
274,12.9,85.4,2026-03-29 06:58:52
275,12.7,85.4,2026-03-29 07:28:52
276,13.6,84.4,2026-03-29 07:58:52
277,13.7,82.5,2026-03-29 08:28:52
278,13.6,83.6,2026-03-29 08:58:52
279,14.0,79.0,2026-03-29 09:28:52
280,15.6,71.7,2026-03-29 09:58:52
281,18.5,60.3,2026-03-29 10:28:52
282,19.0,57.5,2026-03-29 10:58:52
283,20.1,51.6,2026-03-29 11:28:52
284,21.1,50.6,2026-03-29 11:58:52
285,20.1,47.7,2026-03-29 12:28:52
286,23.4,41.1,2026-03-29 12:58:52
287,24.1,37.7,2026-03-29 13:28:52
288,24.5,37.1,2026-03-29 13:58:52
289,24.0,37.9,2026-03-29 14:28:52
290,22.3,40.5,2026-03-29 14:58:52
291,20.8,40.7,2026-03-29 15:28:52
292,21.0,40.0,2026-03-29 15:58:52
293,19.7,44.9,2026-03-29 16:28:52
294,17.3,62.0,2026-03-29 16:58:52
295,15.4,70.7,2026-03-29 17:28:52
296,18.8,63.5,2026-03-29 17:58:52
297,18.1,61.9,2026-03-29 18:28:52
298,16.9,65.4,2026-03-29 18:58:52
299,15.8,70.4,2026-03-29 19:28:52
300,15.4,67.7,2026-03-29 19:58:52
301,14.4,70.0,2026-03-29 20:28:52
302,14.3,69.9,2026-03-29 20:58:52
303,14.5,66.9,2026-03-29 21:28:52
304,14.6,64.6,2026-03-29 21:58:52
305,14.7,61.2,2026-03-29 22:28:52
306,14.6,61.4,2026-03-29 22:58:52
307,14.5,62.3,2026-03-29 23:28:52
308,14.2,62.5,2026-03-29 23:58:52
309,14.1,61.5,2026-03-30 00:28:52
310,14.1,62.5,2026-03-30 00:58:52
311,13.8,64.9,2026-03-30 01:28:52
312,13.5,65.7,2026-03-30 01:58:52
313,13.3,65.8,2026-03-30 02:28:52
314,13.2,65.6,2026-03-30 02:58:52
315,13.2,65.9,2026-03-30 03:28:52
316,12.8,68.3,2026-03-30 03:58:52
317,12.5,70.7,2026-03-30 04:28:52
318,12.1,72.8,2026-03-30 04:58:52
319,11.9,74.1,2026-03-30 05:28:52
320,11.8,74.7,2026-03-30 05:58:52
321,11.8,73.8,2026-03-30 06:28:52
322,11.7,72.4,2026-03-30 06:58:52
323,11.7,74.7,2026-03-30 07:28:52
324,12.2,75.0,2026-03-30 07:58:52
325,13.9,71.0,2026-03-30 08:28:52
326,17.1,58.2,2026-03-30 08:58:52
327,19.1,52.1,2026-03-30 09:28:52
328,21.0,43.3,2026-03-30 09:58:52
329,22.2,41.2,2026-03-30 10:28:52
330,22.3,38.5,2026-03-30 10:58:52
