序号,温度(℃),湿度(%),日期
481,26.4,26.2,2026-03-26 12:02:37
482,28.9,24.2,2026-03-26 12:32:37
483,29.5,21.0,2026-03-26 13:02:37
484,30.8,19.0,2026-03-26 13:32:37
485,31.3,20.3,2026-03-26 14:02:37
486,33.7,16.0,2026-03-26 14:32:37
487,34.2,16.1,2026-03-26 15:02:37
488,31.8,19.4,2026-03-26 15:32:37
489,34.4,17.5,2026-03-26 16:02:37
490,30.1,20.0,2026-03-26 16:32:37
491,29.1,19.8,2026-03-26 17:02:37
492,27.9,22.1,2026-03-26 17:32:37
493,26.0,22.6,2026-03-26 18:02:37
494,24.7,26.5,2026-03-26 18:32:37
495,23.1,28.4,2026-03-26 19:02:37
496,21.8,31.7,2026-03-26 19:32:37
497,21.1,32.5,2026-03-26 20:02:37
498,20.5,34.4,2026-03-26 20:32:37
499,20.1,35.2,2026-03-26 21:02:37
500,19.9,35.8,2026-03-26 21:32:37
501,19.5,37.9,2026-03-26 22:02:37
502,19.4,38.6,2026-03-26 22:32:37
503,19.1,40.9,2026-03-26 23:02:37
504,18.6,43.0,2026-03-26 23:32:37
505,18.2,43.6,2026-03-27 00:02:37
506,18.0,45.5,2026-03-27 00:32:37
507,17.6,46.5,2026-03-27 01:02:37
508,16.8,48.3,2026-03-27 01:32:37
509,16.3,55.1,2026-03-27 02:02:37
510,16.1,59.9,2026-03-27 02:32:37
511,16.0,60.7,2026-03-27 03:02:37
512,15.6,59.0,2026-03-27 03:32:37
513,15.2,61.9,2026-03-27 04:02:37
514,15.1,63.4,2026-03-27 04:32:37
515,14.7,65.3,2026-03-27 05:02:37
516,14.4,63.7,2026-03-27 05:32:37
517,13.9,65.4,2026-03-27 06:02:37
518,13.6,67.4,2026-03-27 06:32:37
519,13.6,67.5,2026-03-27 07:02:37
520,13.8,67.7,2026-03-27 07:32:37
521,14.6,67.2,2026-03-27 08:02:37
522,16.7,60.9,2026-03-27 08:32:37
523,18.4,52.7,2026-03-27 09:02:37
524,20.3,43.6,2026-03-27 09:32:37
525,21.8,38.2,2026-03-27 10:02:37
526,22.5,37.4,2026-03-27 10:32:37
527,24.1,35.1,2026-03-27 11:02:37
528,26.3,25.7,2026-03-27 11:32:37
529,26.0,30.2,2026-03-27 12:02:37
530,27.8,28.3,2026-03-27 12:32:37
531,29.4,24.5,2026-03-27 13:02:37
532,28.4,21.8,2026-03-27 13:32:37
533,28.7,23.2,2026-03-27 14:02:37
534,31.6,20.5,2026-03-27 14:32:37
535,31.2,18.5,2026-03-27 15:02:37
536,30.2,22.0,2026-03-27 15:32:37
537,31.0,20.5,2026-03-27 16:02:37
538,29.8,21.8,2026-03-27 16:32:37
539,28.3,21.3,2026-03-27 17:02:37
540,26.7,21.5,2026-03-27 17:32:37
541,26.1,23.9,2026-03-27 18:02:37
542,24.4,26.1,2026-03-27 18:32:37
543,23.3,28.4,2026-03-27 19:02:37
544,21.8,31.8,2026-03-27 19:32:37
545,21.0,32.6,2026-03-27 20:02:37
546,20.7,33.7,2026-03-27 20:32:37
547,20.2,36.1,2026-03-27 21:02:37
548,19.8,36.8,2026-03-27 21:32:37
549,19.4,40.9,2026-03-27 22:02:37
550,19.0,41.3,2026-03-27 22:32:37
551,18.5,41.4,2026-03-27 23:02:37
552,18.2,44.5,2026-03-27 23:32:37
553,18.1,43.3,2026-03-28 00:02:37
554,17.8,45.2,2026-03-28 00:32:37
555,17.9,43.2,2026-03-28 01:02:37
556,17.7,44.6,2026-03-28 01:32:37
557,17.3,45.3,2026-03-28 02:02:37
558,16.9,48.5,2026-03-28 02:32:37
559,16.7,47.9,2026-03-28 03:02:37
560,16.5,48.5,2026-03-28 03:32:37
561,16.4,49.2,2026-03-28 04:02:37
562,16.1,50.4,2026-03-28 04:32:37
563,16.0,52.4,2026-03-28 05:02:37
564,15.2,55.7,2026-03-28 05:32:37
565,14.7,57.9,2026-03-28 06:02:37
566,14.3,59.5,2026-03-28 06:32:37
567,14.3,63.0,2026-03-28 07:02:37
568,14.5,65.5,2026-03-28 07:32:37
569,15.2,65.6,2026-03-28 08:02:37
570,16.8,60.8,2026-03-28 08:32:37
571,18.5,52.3,2026-03-28 09:02:37
572,20.4,47.1,2026-03-28 09:32:37
573,21.6,44.8,2026-03-28 10:02:37
574,23.3,40.9,2026-03-28 10:32:37
575,24.6,39.0,2026-03-28 11:02:37
576,26.7,34.0,2026-03-28 11:32:37
577,27.3,30.2,2026-03-28 12:02:37
578,28.0,29.8,2026-03-28 12:32:37
579,29.2,23.9,2026-03-28 13:02:37
580,30.1,24.7,2026-03-28 13:32:37
581,31.2,24.7,2026-03-28 14:02:37
582,31.7,21.6,2026-03-28 14:32:37
583,33.0,20.3,2026-03-28 15:02:37
584,29.9,24.1,2026-03-28 15:32:37
585,30.6,22.6,2026-03-28 16:02:37
586,29.6,25.8,2026-03-28 16:32:37
587,28.0,26.5,2026-03-28 17:02:37
588,26.4,29.4,2026-03-28 17:32:37
589,25.2,28.2,2026-03-28 18:02:37
590,23.7,30.4,2026-03-28 18:32:37
591,22.8,32.0,2026-03-28 19:02:37
592,21.8,34.3,2026-03-28 19:32:37
593,21.1,37.0,2026-03-28 20:02:37
594,20.7,38.1,2026-03-28 20:32:37
595,20.4,40.0,2026-03-28 21:02:37
596,20.0,42.7,2026-03-28 21:32:37
597,19.8,43.2,2026-03-28 22:02:37
598,19.4,42.2,2026-03-28 22:32:37
599,19.1,43.5,2026-03-28 23:02:37
600,19.2,43.2,2026-03-28 23:32:37
601,18.1,53.0,2026-03-29 00:02:37
602,18.1,54.3,2026-03-29 00:32:37
603,18.1,57.1,2026-03-29 01:02:37
604,17.0,59.8,2026-03-29 01:32:37
605,14.4,77.4,2026-03-29 02:02:37
606,13.8,80.4,2026-03-29 02:32:37
607,13.4,82.3,2026-03-29 03:02:37
608,13.2,83.6,2026-03-29 03:32:37
609,13.1,84.0,2026-03-29 04:02:37
610,12.9,83.6,2026-03-29 04:32:37
611,12.9,87.0,2026-03-29 05:02:37
612,12.9,86.4,2026-03-29 05:32:37
613,13.2,84.9,2026-03-29 06:02:37
614,13.3,83.8,2026-03-29 06:32:37
615,13.0,84.4,2026-03-29 07:02:37
616,13.1,83.8,2026-03-29 07:32:37
617,13.9,82.8,2026-03-29 08:02:37
618,13.8,81.4,2026-03-29 08:32:37
619,13.8,81.3,2026-03-29 09:02:37
620,14.0,76.8,2026-03-29 09:32:37
621,15.8,71.8,2026-03-29 10:02:37
622,18.6,59.8,2026-03-29 10:32:37
623,19.1,58.0,2026-03-29 11:02:37
624,20.8,49.8,2026-03-29 11:32:37
625,20.8,46.8,2026-03-29 12:02:37
626,19.9,50.5,2026-03-29 12:32:37
627,24.0,39.9,2026-03-29 13:02:37
628,23.4,39.8,2026-03-29 13:32:37
629,26.2,35.2,2026-03-29 14:02:37
630,24.5,34.7,2026-03-29 14:32:37
631,22.3,39.1,2026-03-29 15:02:37
632,20.7,41.1,2026-03-29 15:32:37
633,21.3,41.2,2026-03-29 16:02:37
634,19.7,46.5,2026-03-29 16:32:37
635,17.0,65.3,2026-03-29 17:02:37
636,15.3,73.2,2026-03-29 17:32:37
637,17.3,69.1,2026-03-29 18:02:37
638,17.0,63.9,2026-03-29 18:32:37
639,16.5,69.2,2026-03-29 19:02:37
640,15.6,70.4,2026-03-29 19:32:37
641,15.4,69.3,2026-03-29 20:02:37
642,14.5,70.6,2026-03-29 20:32:37
643,14.4,69.6,2026-03-29 21:02:37
644,14.6,66.5,2026-03-29 21:32:37
645,14.7,64.0,2026-03-29 22:02:37
646,14.7,62.2,2026-03-29 22:32:37
647,14.6,61.6,2026-03-29 23:02:37
648,14.4,62.0,2026-03-29 23:32:37
649,14.3,62.2,2026-03-30 00:02:37
650,14.2,61.8,2026-03-30 00:32:37
651,14.1,63.3,2026-03-30 01:02:37
652,13.8,65.4,2026-03-30 01:32:37
653,13.6,67.5,2026-03-30 02:02:37
654,13.5,65.7,2026-03-30 02:32:37
655,13.4,65.5,2026-03-30 03:02:37
656,13.2,67.2,2026-03-30 03:32:37
657,13.1,69.3,2026-03-30 04:02:37
658,12.5,71.4,2026-03-30 04:32:37
659,12.2,72.2,2026-03-30 05:02:37
660,12.0,73.2,2026-03-30 05:32:37
661,12.0,73.9,2026-03-30 06:02:37
662,12.0,72.9,2026-03-30 06:32:37
663,11.9,72.8,2026-03-30 07:02:37
664,12.0,74.5,2026-03-30 07:32:37
665,12.7,74.7,2026-03-30 08:02:37
666,14.8,67.3,2026-03-30 08:32:37
667,16.9,60.5,2026-03-30 09:02:37
668,18.7,53.4,2026-03-30 09:32:37
669,19.9,48.9,2026-03-30 10:02:37
670,21.2,44.3,2026-03-30 10:32:37
671,23.0,36.7,2026-03-30 11:02:37
