序号,温度(℃),湿度(%),日期
79,14.7,69.2,2026-03-25 05:30:57
80,14.3,71.6,2026-03-25 06:00:57
81,14.5,71.8,2026-03-25 06:30:57
82,14.9,71.0,2026-03-25 07:00:57
83,14.6,71.1,2026-03-25 07:30:57
84,14.9,69.2,2026-03-25 08:00:57
85,15.8,66.8,2026-03-25 08:30:57
86,17.2,62.0,2026-03-25 09:00:57
87,18.1,56.5,2026-03-25 09:30:57
88,16.8,60.7,2026-03-25 10:00:57
89,18.2,57.8,2026-03-25 10:30:57
90,20.5,51.8,2026-03-25 11:00:57
91,22.7,44.3,2026-03-25 11:30:57
92,25.1,37.9,2026-03-25 12:00:57
93,26.0,35.6,2026-03-25 12:30:57
94,25.5,36.3,2026-03-25 13:00:57
95,24.3,33.8,2026-03-25 13:30:57
96,24.7,32.4,2026-03-25 14:00:57
97,26.9,28.4,2026-03-25 14:30:57
98,29.3,23.4,2026-03-25 15:00:57
99,28.5,23.5,2026-03-25 15:30:57
100,30.0,22.1,2026-03-25 16:00:57
101,27.7,25.5,2026-03-25 16:30:57
102,25.7,27.5,2026-03-25 17:00:57
103,25.0,28.7,2026-03-25 17:30:57
104,25.2,28.7,2026-03-25 18:00:57
105,23.3,32.7,2026-03-25 18:30:57
106,21.5,36.0,2026-03-25 19:00:57
107,20.2,39.0,2026-03-25 19:30:57
108,19.4,41.1,2026-03-25 20:00:57
109,18.9,43.2,2026-03-25 20:30:57
110,18.3,45.6,2026-03-25 21:00:57
111,17.8,48.4,2026-03-25 21:30:57
112,17.0,51.5,2026-03-25 22:00:57
113,16.4,53.5,2026-03-25 22:30:57
114,17.3,50.1,2026-03-25 23:00:57
115,17.2,50.4,2026-03-25 23:30:57
116,17.1,50.1,2026-03-26 00:00:57
117,17.4,50.1,2026-03-26 00:30:57
118,17.5,49.0,2026-03-26 01:00:57
119,17.3,49.9,2026-03-26 01:30:57
120,17.1,49.7,2026-03-26 02:00:57
121,16.6,50.2,2026-03-26 02:30:57
122,16.2,52.5,2026-03-26 03:00:57
123,16.1,52.9,2026-03-26 03:30:57
124,16.1,51.6,2026-03-26 04:00:57
125,15.6,53.4,2026-03-26 04:30:57
126,15.1,53.6,2026-03-26 05:00:57
127,15.1,52.3,2026-03-26 05:30:57
128,14.8,53.8,2026-03-26 06:00:57
129,14.9,52.6,2026-03-26 06:30:57
130,14.7,53.5,2026-03-26 07:00:57
131,14.8,53.7,2026-03-26 07:30:57
132,15.1,55.0,2026-03-26 08:00:57
133,16.1,52.8,2026-03-26 08:30:57
134,17.8,46.0,2026-03-26 09:00:57
135,19.2,41.4,2026-03-26 09:30:57
136,20.1,37.7,2026-03-26 10:00:57
137,21.9,30.5,2026-03-26 10:30:57
138,23.4,26.2,2026-03-26 11:00:57
139,25.5,23.3,2026-03-26 11:30:57
140,27.9,19.8,2026-03-26 12:00:57
141,30.1,18.6,2026-03-26 12:30:57
142,31.3,16.2,2026-03-26 13:00:57
143,31.2,15.2,2026-03-26 13:30:57
144,31.6,14.4,2026-03-26 14:00:57
145,32.1,13.8,2026-03-26 14:30:57
146,31.8,13.9,2026-03-26 15:00:57
147,32.8,13.2,2026-03-26 15:30:57
148,31.7,14.1,2026-03-26 16:00:57
149,31.1,15.7,2026-03-26 16:30:57
150,29.0,17.1,2026-03-26 17:00:57
151,27.6,17.2,2026-03-26 17:30:57
152,29.4,17.5,2026-03-26 18:00:57
153,27.0,23.9,2026-03-26 18:30:57
154,23.8,26.2,2026-03-26 19:00:57
155,22.1,29.8,2026-03-26 19:30:57
156,21.1,30.7,2026-03-26 20:00:57
157,20.5,31.9,2026-03-26 20:30:57
158,20.2,32.2,2026-03-26 21:00:57
159,19.9,33.4,2026-03-26 21:30:57
160,19.5,35.3,2026-03-26 22:00:57
161,19.2,36.7,2026-03-26 22:30:57
162,18.9,38.5,2026-03-26 23:00:57
163,18.4,41.0,2026-03-26 23:30:57
164,18.0,41.5,2026-03-27 00:00:57
165,17.7,43.9,2026-03-27 00:30:57
166,17.3,44.3,2026-03-27 01:00:57
167,16.6,47.5,2026-03-27 01:30:57
168,15.8,53.8,2026-03-27 02:00:57
169,15.6,60.7,2026-03-27 02:30:57
170,15.2,62.5,2026-03-27 03:00:57
171,15.0,62.5,2026-03-27 03:30:57
172,14.7,63.0,2026-03-27 04:00:57
173,14.3,65.7,2026-03-27 04:30:57
174,14.1,66.0,2026-03-27 05:00:57
175,13.9,67.4,2026-03-27 05:30:57
176,13.2,67.3,2026-03-27 06:00:57
177,12.8,67.3,2026-03-27 06:30:57
178,12.8,70.1,2026-03-27 07:00:57
179,13.0,70.2,2026-03-27 07:30:57
180,13.9,69.0,2026-03-27 08:00:57
181,15.4,61.2,2026-03-27 08:30:57
182,17.7,53.7,2026-03-27 09:00:57
183,19.4,45.6,2026-03-27 09:30:57
184,20.7,37.7,2026-03-27 10:00:57
185,22.2,34.1,2026-03-27 10:30:57
186,23.9,28.4,2026-03-27 11:00:57
187,25.4,23.7,2026-03-27 11:30:57
188,27.2,21.1,2026-03-27 12:00:57
189,29.5,20.3,2026-03-27 12:30:57
190,31.0,17.9,2026-03-27 13:00:57
191,30.7,20.8,2026-03-27 13:30:57
192,30.6,19.1,2026-03-27 14:00:57
193,30.4,17.9,2026-03-27 14:30:57
194,31.1,18.3,2026-03-27 15:00:57
195,31.6,16.9,2026-03-27 15:30:57
196,31.1,17.9,2026-03-27 16:00:57
197,30.9,16.7,2026-03-27 16:30:57
198,28.3,17.4,2026-03-27 17:00:57
199,26.9,20.0,2026-03-27 17:30:57
200,29.0,19.0,2026-03-27 18:00:57
201,26.4,22.7,2026-03-27 18:30:57
202,23.8,26.0,2026-03-27 19:00:57
203,22.1,29.0,2026-03-27 19:30:57
204,21.3,31.0,2026-03-27 20:00:57
205,20.6,31.6,2026-03-27 20:30:57
206,20.2,32.8,2026-03-27 21:00:57
207,19.9,34.6,2026-03-27 21:30:57
208,19.2,39.2,2026-03-27 22:00:57
209,18.7,39.4,2026-03-27 22:30:57
210,18.4,40.9,2026-03-27 23:00:57
211,18.1,41.2,2026-03-27 23:30:57
212,17.9,41.1,2026-03-28 00:00:57
213,17.5,42.3,2026-03-28 00:30:57
214,17.6,41.1,2026-03-28 01:00:57
215,17.3,43.6,2026-03-28 01:30:57
216,17.0,44.4,2026-03-28 02:00:57
217,16.7,46.2,2026-03-28 02:30:57
218,16.4,46.9,2026-03-28 03:00:57
219,16.2,47.1,2026-03-28 03:30:57
220,16.1,47.0,2026-03-28 04:00:57
221,15.9,50.0,2026-03-28 04:30:57
222,15.6,52.0,2026-03-28 05:00:57
223,14.9,55.6,2026-03-28 05:30:57
224,14.3,58.5,2026-03-28 06:00:57
225,13.9,60.6,2026-03-28 06:30:57
226,13.6,64.3,2026-03-28 07:00:57
227,13.8,66.9,2026-03-28 07:30:57
228,14.6,67.1,2026-03-28 08:00:57
229,16.0,61.7,2026-03-28 08:30:57
230,18.2,56.4,2026-03-28 09:00:57
231,19.8,48.4,2026-03-28 09:30:57
232,21.4,43.5,2026-03-28 10:00:57
233,22.5,38.9,2026-03-28 10:30:57
234,24.1,36.5,2026-03-28 11:00:57
235,26.1,30.0,2026-03-28 11:30:57
236,27.6,25.3,2026-03-28 12:00:57
237,28.5,24.7,2026-03-28 12:30:57
238,29.7,21.3,2026-03-28 13:00:57
239,30.7,20.5,2026-03-28 13:30:57
240,31.4,19.5,2026-03-28 14:00:57
241,31.8,18.9,2026-03-28 14:30:57
242,31.5,17.3,2026-03-28 15:00:57
243,30.2,19.7,2026-03-28 15:30:57
244,31.1,18.6,2026-03-28 16:00:57
245,30.3,18.7,2026-03-28 16:30:57
246,28.5,22.2,2026-03-28 17:00:57
247,27.1,24.2,2026-03-28 17:30:57
248,27.7,24.0,2026-03-28 18:00:57
249,24.2,28.0,2026-03-28 18:30:57
250,23.2,29.8,2026-03-28 19:00:57
251,21.9,32.1,2026-03-28 19:30:57
252,21.2,34.0,2026-03-28 20:00:57
253,20.7,36.6,2026-03-28 20:30:57
254,20.3,38.2,2026-03-28 21:00:57
255,19.8,41.8,2026-03-28 21:30:57
256,19.7,42.8,2026-03-28 22:00:57
257,19.2,42.0,2026-03-28 22:30:57
258,18.9,43.6,2026-03-28 23:00:57
259,18.9,43.0,2026-03-28 23:30:57
260,18.1,53.6,2026-03-29 00:00:57
261,17.7,55.5,2026-03-29 00:30:57
262,17.8,57.7,2026-03-29 01:00:57
263,16.7,60.3,2026-03-29 01:30:57
264,13.7,79.8,2026-03-29 02:00:57
265,12.7,85.3,2026-03-29 02:30:57
266,12.6,85.6,2026-03-29 03:00:57
267,12.6,86.0,2026-03-29 03:30:57
268,12.2,87.3,2026-03-29 04:00:57
269,11.9,88.4,2026-03-29 04:30:57
270,12.7,86.2,2026-03-29 05:00:57
271,12.8,88.0,2026-03-29 05:30:57
272,12.5,87.7,2026-03-29 06:00:57
273,12.6,87.0,2026-03-29 06:30:57
274,12.4,86.3,2026-03-29 07:00:57
275,12.2,87.5,2026-03-29 07:30:57
276,13.1,86.1,2026-03-29 08:00:57
277,13.1,83.4,2026-03-29 08:30:57
278,13.1,84.5,2026-03-29 09:00:57
279,13.6,79.7,2026-03-29 09:30:57
280,15.2,72.8,2026-03-29 10:00:57
281,17.2,60.9,2026-03-29 10:30:57
282,18.7,58.1,2026-03-29 11:00:57
283,19.4,51.0,2026-03-29 11:30:57
284,20.6,49.9,2026-03-29 12:00:57
285,19.8,47.1,2026-03-29 12:30:57
286,23.3,38.1,2026-03-29 13:00:57
287,23.7,36.0,2026-03-29 13:30:57
288,25.5,34.4,2026-03-29 14:00:57
289,24.1,34.3,2026-03-29 14:30:57
290,22.1,38.2,2026-03-29 15:00:57
291,20.8,38.3,2026-03-29 15:30:57
292,21.2,37.3,2026-03-29 16:00:57
293,19.6,44.4,2026-03-29 16:30:57
294,16.6,64.6,2026-03-29 17:00:57
295,14.2,76.2,2026-03-29 17:30:57
296,20.2,59.1,2026-03-29 18:00:57
297,19.4,56.1,2026-03-29 18:30:57
298,16.6,66.5,2026-03-29 19:00:57
299,15.7,68.2,2026-03-29 19:30:57
300,15.0,69.8,2026-03-29 20:00:57
301,14.0,71.1,2026-03-29 20:30:57
302,14.0,69.4,2026-03-29 21:00:57
303,14.3,65.3,2026-03-29 21:30:57
304,14.5,61.9,2026-03-29 22:00:57
305,14.6,60.7,2026-03-29 22:30:57
306,14.4,61.6,2026-03-29 23:00:57
307,14.3,61.1,2026-03-29 23:30:57
308,14.1,62.0,2026-03-30 00:00:57
309,14.0,61.5,2026-03-30 00:30:57
310,13.7,62.9,2026-03-30 01:00:57
311,13.5,65.3,2026-03-30 01:30:57
312,13.2,66.0,2026-03-30 02:00:57
313,13.2,65.6,2026-03-30 02:30:57
314,13.0,65.3,2026-03-30 03:00:57
315,12.8,67.2,2026-03-30 03:30:57
316,12.6,67.0,2026-03-30 04:00:57
317,12.3,70.9,2026-03-30 04:30:57
318,11.5,73.9,2026-03-30 05:00:57
319,11.6,74.9,2026-03-30 05:30:57
320,11.5,74.1,2026-03-30 06:00:57
321,11.4,72.2,2026-03-30 06:30:57
322,11.3,72.5,2026-03-30 07:00:57
323,11.5,75.4,2026-03-30 07:30:57
324,12.0,76.0,2026-03-30 08:00:57
325,13.7,67.8,2026-03-30 08:30:57
326,15.8,60.4,2026-03-30 09:00:57
327,17.6,53.2,2026-03-30 09:30:57
328,18.6,47.5,2026-03-30 10:00:57
329,19.9,45.3,2026-03-30 10:30:57
330,21.7,40.8,2026-03-30 11:00:57
