序号,温度(℃),湿度(%),日期
411,17.7,53.4,2026-03-24 23:45:11
412,17.3,55.6,2026-03-25 00:15:11
413,17.6,54.6,2026-03-25 00:45:11
414,16.8,63.1,2026-03-25 01:15:11
415,16.1,67.1,2026-03-25 01:45:11
416,15.5,68.9,2026-03-25 02:15:11
417,15.4,68.7,2026-03-25 02:45:11
418,15.2,69.4,2026-03-25 03:15:11
419,14.8,71.4,2026-03-25 03:45:11
420,14.6,71.2,2026-03-25 04:15:11
421,14.7,70.9,2026-03-25 04:45:11
422,15.0,70.6,2026-03-25 05:15:11
423,14.7,70.9,2026-03-25 05:45:11
424,14.7,71.0,2026-03-25 06:15:11
425,15.0,71.0,2026-03-25 06:45:11
426,15.0,71.1,2026-03-25 07:15:11
427,15.1,70.0,2026-03-25 07:45:11
428,15.7,67.4,2026-03-25 08:15:11
429,16.8,63.6,2026-03-25 08:45:11
430,17.8,59.8,2026-03-25 09:15:11
431,17.9,58.7,2026-03-25 09:45:11
432,17.8,60.0,2026-03-25 10:15:11
433,19.5,54.8,2026-03-25 10:45:11
434,23.2,45.2,2026-03-25 11:15:11
435,24.2,42.0,2026-03-25 11:45:11
436,26.2,37.3,2026-03-25 12:15:11
437,26.2,35.3,2026-03-25 12:45:11
438,25.9,36.9,2026-03-25 13:15:11
439,25.5,34.3,2026-03-25 13:45:11
440,27.9,29.8,2026-03-25 14:15:11
441,30.4,25.4,2026-03-25 14:45:11
442,28.5,25.4,2026-03-25 15:15:11
443,30.3,24.8,2026-03-25 15:45:11
444,28.6,24.9,2026-03-25 16:15:11
445,26.9,27.6,2026-03-25 16:45:11
446,25.3,28.5,2026-03-25 17:15:11
447,27.8,25.8,2026-03-25 17:45:11
448,24.4,31.3,2026-03-25 18:15:11
449,22.6,36.0,2026-03-25 18:45:11
450,21.1,37.8,2026-03-25 19:15:11
451,20.0,40.2,2026-03-25 19:45:11
452,19.5,41.7,2026-03-25 20:15:11
453,18.9,44.2,2026-03-25 20:45:11
454,18.3,46.2,2026-03-25 21:15:11
455,17.9,49.5,2026-03-25 21:45:11
456,17.1,53.3,2026-03-25 22:15:11
457,17.1,52.2,2026-03-25 22:45:11
458,17.6,49.9,2026-03-25 23:15:11
459,17.4,50.4,2026-03-25 23:45:11
460,17.5,50.3,2026-03-26 00:15:11
461,17.7,49.4,2026-03-26 00:45:11
462,17.7,49.0,2026-03-26 01:15:11
463,17.5,48.7,2026-03-26 01:45:11
464,17.0,50.3,2026-03-26 02:15:11
465,16.7,51.0,2026-03-26 02:45:11
466,16.4,53.1,2026-03-26 03:15:11
467,16.5,51.8,2026-03-26 03:45:11
468,16.2,51.6,2026-03-26 04:15:11
469,15.7,52.8,2026-03-26 04:45:11
470,15.5,52.2,2026-03-26 05:15:11
471,15.2,53.0,2026-03-26 05:45:11
472,15.2,52.9,2026-03-26 06:15:11
473,15.1,52.6,2026-03-26 06:45:11
474,15.0,53.8,2026-03-26 07:15:11
475,15.2,54.0,2026-03-26 07:45:11
476,15.8,54.6,2026-03-26 08:15:11
477,17.2,50.8,2026-03-26 08:45:11
478,18.9,44.9,2026-03-26 09:15:11
479,20.5,40.5,2026-03-26 09:45:11
480,22.1,34.8,2026-03-26 10:15:11
481,24.1,28.6,2026-03-26 10:45:11
482,26.3,25.2,2026-03-26 11:15:11
483,26.5,24.7,2026-03-26 11:45:11
484,27.9,22.8,2026-03-26 12:15:11
485,29.1,23.6,2026-03-26 12:45:11
486,29.6,19.3,2026-03-26 13:15:11
487,30.1,15.9,2026-03-26 13:45:11
488,31.8,16.9,2026-03-26 14:15:11
489,33.9,15.3,2026-03-26 14:45:11
490,35.8,13.2,2026-03-26 15:15:11
491,33.8,15.1,2026-03-26 15:45:11
492,33.5,14.7,2026-03-26 16:15:11
493,32.6,17.3,2026-03-26 16:45:11
494,31.6,16.5,2026-03-26 17:15:11
495,33.3,14.5,2026-03-26 17:45:11
496,27.7,23.7,2026-03-26 18:15:11
497,25.8,25.4,2026-03-26 18:45:11
498,23.4,28.2,2026-03-26 19:15:11
499,21.9,30.2,2026-03-26 19:45:11
500,21.2,31.7,2026-03-26 20:15:11
501,20.6,32.2,2026-03-26 20:45:11
502,20.3,32.9,2026-03-26 21:15:11
503,19.9,34.3,2026-03-26 21:45:11
504,19.6,35.7,2026-03-26 22:15:11
505,19.4,37.7,2026-03-26 22:45:11
506,19.0,39.5,2026-03-26 23:15:11
507,18.5,41.2,2026-03-26 23:45:11
508,18.1,42.9,2026-03-27 00:15:11
509,17.8,43.8,2026-03-27 00:45:11
510,17.4,44.9,2026-03-27 01:15:11
511,16.6,49.8,2026-03-27 01:45:11
512,16.0,56.5,2026-03-27 02:15:11
513,15.9,60.9,2026-03-27 02:45:11
514,15.6,61.9,2026-03-27 03:15:11
515,15.2,62.2,2026-03-27 03:45:11
516,14.9,63.6,2026-03-27 04:15:11
517,14.8,65.8,2026-03-27 04:45:11
518,14.2,66.8,2026-03-27 05:15:11
519,14.1,67.4,2026-03-27 05:45:11
520,13.7,66.6,2026-03-27 06:15:11
521,13.4,67.9,2026-03-27 06:45:11
522,13.3,68.6,2026-03-27 07:15:11
523,13.8,68.7,2026-03-27 07:45:11
524,14.9,66.1,2026-03-27 08:15:11
525,16.9,59.7,2026-03-27 08:45:11
526,19.1,50.4,2026-03-27 09:15:11
527,20.5,40.9,2026-03-27 09:45:11
528,22.4,35.7,2026-03-27 10:15:11
529,24.7,34.0,2026-03-27 10:45:11
530,25.8,27.5,2026-03-27 11:15:11
531,26.9,24.4,2026-03-27 11:45:11
532,27.7,26.0,2026-03-27 12:15:11
533,28.9,24.9,2026-03-27 12:45:11
534,30.1,23.1,2026-03-27 13:15:11
535,30.0,24.6,2026-03-27 13:45:11
536,31.0,20.5,2026-03-27 14:15:11
537,32.8,18.8,2026-03-27 14:45:11
538,35.0,16.6,2026-03-27 15:15:11
539,32.8,18.5,2026-03-27 15:45:11
540,32.8,17.2,2026-03-27 16:15:11
541,31.7,17.3,2026-03-27 16:45:11
542,31.1,18.0,2026-03-27 17:15:11
543,30.2,19.2,2026-03-27 17:45:11
544,26.9,23.5,2026-03-27 18:15:11
545,25.2,26.5,2026-03-27 18:45:11
546,23.3,27.5,2026-03-27 19:15:11
547,21.9,29.9,2026-03-27 19:45:11
548,21.1,32.0,2026-03-27 20:15:11
549,20.7,32.0,2026-03-27 20:45:11
550,20.4,33.4,2026-03-27 21:15:11
551,19.9,36.4,2026-03-27 21:45:11
552,19.3,40.2,2026-03-27 22:15:11
553,18.9,40.0,2026-03-27 22:45:11
554,18.5,42.1,2026-03-27 23:15:11
555,18.2,40.9,2026-03-27 23:45:11
556,18.2,42.4,2026-03-28 00:15:11
557,17.8,42.2,2026-03-28 00:45:11
558,17.8,42.2,2026-03-28 01:15:11
559,17.6,43.4,2026-03-28 01:45:11
560,17.2,45.0,2026-03-28 02:15:11
561,16.9,46.8,2026-03-28 02:45:11
562,16.7,46.0,2026-03-28 03:15:11
563,16.5,46.4,2026-03-28 03:45:11
564,16.3,47.5,2026-03-28 04:15:11
565,16.1,49.2,2026-03-28 04:45:11
566,15.9,52.8,2026-03-28 05:15:11
567,14.9,56.1,2026-03-28 05:45:11
568,14.6,58.4,2026-03-28 06:15:11
569,14.1,61.5,2026-03-28 06:45:11
570,14.1,64.4,2026-03-28 07:15:11
571,14.5,66.2,2026-03-28 07:45:11
572,15.5,65.7,2026-03-28 08:15:11
573,17.4,59.7,2026-03-28 08:45:11
574,19.4,52.2,2026-03-28 09:15:11
575,21.3,45.7,2026-03-28 09:45:11
576,23.1,40.4,2026-03-28 10:15:11
577,25.1,35.4,2026-03-28 10:45:11
578,26.0,34.8,2026-03-28 11:15:11
579,27.4,30.2,2026-03-28 11:45:11
580,28.3,26.7,2026-03-28 12:15:11
581,29.4,26.0,2026-03-28 12:45:11
582,30.0,23.5,2026-03-28 13:15:11
583,31.1,21.8,2026-03-28 13:45:11
584,32.5,19.0,2026-03-28 14:15:11
585,33.7,17.4,2026-03-28 14:45:11
586,33.8,17.5,2026-03-28 15:15:11
587,32.1,21.5,2026-03-28 15:45:11
588,32.5,19.2,2026-03-28 16:15:11
589,31.3,21.5,2026-03-28 16:45:11
590,28.1,24.4,2026-03-28 17:15:11
591,26.7,25.9,2026-03-28 17:45:11
592,25.5,28.2,2026-03-28 18:15:11
593,24.0,30.4,2026-03-28 18:45:11
594,22.8,30.9,2026-03-28 19:15:11
595,21.7,32.8,2026-03-28 19:45:11
596,21.2,34.9,2026-03-28 20:15:11
597,20.8,37.0,2026-03-28 20:45:11
598,20.2,40.7,2026-03-28 21:15:11
599,20.0,42.2,2026-03-28 21:45:11
600,19.7,41.6,2026-03-28 22:15:11
601,19.3,42.3,2026-03-28 22:45:11
602,19.2,43.0,2026-03-28 23:15:11
603,19.3,43.9,2026-03-28 23:45:11
604,18.0,54.9,2026-03-29 00:15:11
605,18.2,54.7,2026-03-29 00:45:11
606,17.8,59.4,2026-03-29 01:15:11
607,15.2,70.0,2026-03-29 01:45:11
608,13.8,80.3,2026-03-29 02:15:11
609,13.2,81.1,2026-03-29 02:45:11
610,13.3,82.9,2026-03-29 03:15:11
611,13.2,83.7,2026-03-29 03:45:11
612,12.8,83.4,2026-03-29 04:15:11
613,12.8,84.5,2026-03-29 04:45:11
614,13.4,84.5,2026-03-29 05:15:11
615,13.3,84.9,2026-03-29 05:45:11
616,13.2,85.2,2026-03-29 06:15:11
617,13.1,83.9,2026-03-29 06:45:11
618,12.9,84.1,2026-03-29 07:15:11
619,13.3,83.4,2026-03-29 07:45:11
620,13.8,82.9,2026-03-29 08:15:11
621,13.4,82.9,2026-03-29 08:45:11
622,14.0,80.2,2026-03-29 09:15:11
623,14.8,75.4,2026-03-29 09:45:11
624,17.9,61.7,2026-03-29 10:15:11
625,18.9,56.5,2026-03-29 10:45:11
626,19.8,50.6,2026-03-29 11:15:11
627,21.0,48.0,2026-03-29 11:45:11
628,22.4,43.8,2026-03-29 12:15:11
629,22.7,44.8,2026-03-29 12:45:11
630,25.0,35.6,2026-03-29 13:15:11
631,25.7,33.8,2026-03-29 13:45:11
632,24.8,33.7,2026-03-29 14:15:11
633,23.2,37.2,2026-03-29 14:45:11
634,22.1,37.9,2026-03-29 15:15:11
635,22.3,36.5,2026-03-29 15:45:11
636,20.8,39.8,2026-03-29 16:15:11
637,18.5,53.2,2026-03-29 16:45:11
638,16.6,67.6,2026-03-29 17:15:11
639,17.2,67.7,2026-03-29 17:45:11
640,19.0,58.3,2026-03-29 18:15:11
641,18.3,61.0,2026-03-29 18:45:11
642,16.7,67.0,2026-03-29 19:15:11
643,15.8,66.5,2026-03-29 19:45:11
644,14.8,69.0,2026-03-29 20:15:11
645,14.2,70.2,2026-03-29 20:45:11
646,14.5,66.2,2026-03-29 21:15:11
647,14.8,63.8,2026-03-29 21:45:11
648,14.8,61.0,2026-03-29 22:15:11
649,14.9,61.3,2026-03-29 22:45:11
650,14.8,60.8,2026-03-29 23:15:11
651,14.6,61.8,2026-03-29 23:45:11
652,14.4,61.1,2026-03-30 00:15:11
653,14.4,61.0,2026-03-30 00:45:11
654,14.1,62.6,2026-03-30 01:15:11
655,13.7,64.9,2026-03-30 01:45:11
656,13.6,65.6,2026-03-30 02:15:11
657,13.4,65.3,2026-03-30 02:45:11
658,13.3,65.6,2026-03-30 03:15:11
659,13.0,68.7,2026-03-30 03:45:11
660,13.0,67.9,2026-03-30 04:15:11
661,12.4,71.7,2026-03-30 04:45:11
662,12.0,73.3,2026-03-30 05:15:11
663,11.8,75.0,2026-03-30 05:45:11
664,11.7,73.4,2026-03-30 06:15:11
665,11.7,73.4,2026-03-30 06:45:11
666,11.8,73.7,2026-03-30 07:15:11
667,12.0,75.4,2026-03-30 07:45:11
668,13.0,73.9,2026-03-30 08:15:11
669,15.2,65.4,2026-03-30 08:45:11
670,17.1,57.0,2026-03-30 09:15:11
671,18.8,49.0,2026-03-30 09:45:11
672,20.6,43.5,2026-03-30 10:15:11
673,22.5,39.9,2026-03-30 10:45:11
